OBJECTID,CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid
122,266765661,2023-04-16,15:40:00,2023-04-16,15:50:00,121,2023-04-16,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,(null),(null),935629,167479,40.626237,-74.175155,"(40.626237, -74.175155)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,266799680,2023-04-17,9:00:00,2023-04-17,09:10:00,120,2023-04-17,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),958112,173521,40.642915,-74.094183,"(40.642915, -74.094183)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,266876127,2023-04-18,16:45:00,2023-04-18,17:06:00,120,2023-04-18,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,CANDY STORE,N.Y. POLICE DEPT,(null),(null),963181,171777,40.638142,-74.075912,"(40.638142, -74.075912)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,266840616,2023-04-18,9:05:00,2023-04-18,09:11:00,120,2023-04-18,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,INSIDE,(null),N.Y. POLICE DEPT,(null),(null),962808,174275,40.644996,-74.077263,"(40.644996, -74.077263)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,266915431,2023-04-19,9:45:00,2023-04-19,09:55:00,121,2023-04-19,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),945353,165907,40.621969,-74.140115,"(40.621969, -74.140115)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,266930231,2023-04-19,11:24:00,2023-04-19,11:47:00,121,2023-04-19,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),942822,166353,40.62318838,-74.14923769,"(40.6231883776008, -74.1492376947323)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,266932119,2023-04-19,14:00:00,,(null),122,2023-04-19,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),965499,154723,40.5913352,-74.06751454,"(40.5913352, -74.06751454)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,267050199,2023-04-20,22:00:00,,(null),121,2023-04-21,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),940379,170521,40.63460864,-74.1580637,"(40.63460864, -74.1580637)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,267011542,2023-04-20,15:00:00,2023-04-20,15:45:00,120,2023-04-20,105,ROBBERY,387,"ROBBERY,CLOTHING",COMPLETED,FELONY,STATEN ISLAND,REAR OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),960029,174205,40.644797,-74.087278,"(40.644797, -74.087278)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,267108774,2023-04-21,20:28:00,2023-04-21,20:32:00,120,2023-04-22,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),962604,167031,40.625114,-74.077974,"(40.625114, -74.077974)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,267122665,2023-04-23,7:06:00,2023-04-23,07:07:00,122,2023-04-23,105,ROBBERY,379,"ROBBERY,GAS STATION",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GAS STATION,N.Y. POLICE DEPT,(null),(null),939399,137839,40.5449,-74.161376,"(40.5449, -74.161376)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,267212255H1,2023-04-23,22:00:00,,(null),122,2023-04-23,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,STATEN ISLAND,INSIDE,PVT HOUSE,N.Y. POLICE DEPT,(null),(null),945140,144789,40.564004,-74.140759,"(40.564004, -74.140759)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,267138407,2023-04-23,12:00:00,2023-04-23,13:00:00,120,2023-04-23,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,REAR OF,STREET,N.Y. POLICE DEPT,(null),(null),962594,174631,40.645974,-74.078036,"(40.645974, -74.078036)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,268123275,2023-04-28,1:00:00,2023-04-29,01:00:00,122,2023-05-11,104,RAPE,153,RAPE 3,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),954827,148519,40.57428569,-74.10591441,"(40.5742856881925, -74.1059144051212)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,267434441,2023-04-28,21:20:00,2023-04-28,21:39:00,120,2023-04-28,105,ROBBERY,395,"ROBBERY,ON BUS/ OR BUS DRIVER",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),961734,164364,40.617789,-74.08110287,"(40.617789, -74.08110287)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,267479258,2023-04-29,15:30:00,2023-04-29,16:00:00,121,2023-04-29,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,(null),OTHER,N.Y. POLICE DEPT,(null),(null),945449,166799,40.624418,-74.139774,"(40.624418, -74.139774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,267497241,2023-04-30,5:00:00,2023-04-30,05:20:00,122,2023-04-30,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),955720,152880,40.586252,-74.102717,"(40.586252, -74.102717)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,267779547,2023-05-05,10:20:00,2023-05-05,10:35:00,122,2023-05-05,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),948876,149077,40.575789,-74.127334,"(40.575789, -74.127334)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,267825589,2023-05-05,8:00:00,2023-05-06,03:00:00,120,2023-05-06,104,RAPE,153,RAPE 3,COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),962873,174172,40.64472094,-74.07703272,"(40.6447209438691, -74.0770327198983)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,268067164H1,2023-05-10,21:00:00,,(null),120,2023-05-10,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,STATEN ISLAND,INSIDE,MULTI DWELL - PUBLIC HOUS,N.Y. HOUSING POLICE,(null),(null),962020,165682,40.621409,-74.080076,"(40.621409, -74.080076)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,268098806,2023-05-11,12:00:00,2023-05-11,12:30:00,123,2023-05-11,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,(null),(null),930969,131549,40.527587,-74.191658,"(40.527587, -74.191658)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,268168691,2023-05-12,16:45:00,2023-05-12,16:51:00,122,2023-05-12,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),942389,140403,40.55195064,-74.15063524,"(40.55195064, -74.15063524)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,268135278,2023-05-12,0:00:00,2023-05-12,01:37:00,120,2023-05-12,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,REAR OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),961612,166618,40.623977,-74.081548,"(40.623977, -74.081548)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,268214653,2023-05-13,20:55:00,2023-05-13,21:00:00,120,2023-05-13,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),955366,163788,40.616191,-74.104035,"(40.616191, -74.104035)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,268178405,2023-05-13,2:25:00,2023-05-13,02:25:00,120,2023-05-13,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),963772,166550,40.623796,-74.073767,"(40.623796, -74.073767)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,268234709,2023-05-14,12:40:00,2023-05-14,12:45:00,120,2023-05-14,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),955642,162520,40.612712,-74.103037,"(40.612712, -74.103037)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,268242907,2023-05-14,19:00:00,2023-05-14,19:15:00,120,2023-05-14,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),960675,170581,40.634852,-74.084938,"(40.634852, -74.084938)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,268302525,2023-05-15,22:30:00,2023-05-15,22:40:00,121,2023-05-16,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),936721,172119,40.638977,-74.171252,"(40.638977, -74.171252)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,268408080,2023-05-17,17:00:00,2023-05-17,17:00:00,121,2023-05-17,105,ROBBERY,366,"ROBBERY,BICYCLE",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),946845,171026,40.63602442,-74.13477006,"(40.63602442, -74.13477006)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,268697223,2023-05-23,14:30:00,2023-05-23,14:45:00,120,2023-05-23,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),960624,166523,40.623713,-74.085106,"(40.623713, -74.085106)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,268925995,2023-05-27,14:00:00,2023-05-27,14:15:00,121,2023-05-27,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),947716,159273,40.60376856,-74.13156825,"(40.60376856, -74.13156825)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,269954043,2023-05-27,0:01:00,2023-05-27,23:59:00,120,2023-06-16,104,RAPE,153,RAPE 3,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),962873,174172,40.64472094,-74.07703272,"(40.6447209438691, -74.0770327198983)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,269002693,2023-05-29,20:50:00,2023-05-29,20:59:00,121,2023-05-29,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),935629,167479,40.626237,-74.175155,"(40.626237, -74.175155)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,269037319,2023-05-30,15:50:00,2023-05-30,15:59:00,121,2023-05-30,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),940598,167432,40.626133,-74.157252,"(40.626133, -74.157252)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,269196679,2023-06-01,23:00:00,2023-06-02,00:01:00,122,2023-06-02,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),954827,148519,40.57428569,-74.10591441,"(40.5742856881925, -74.1059144051212)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,278636633,2023-06-02,0:01:00,2023-06-07,23:59:00,120,2023-12-05,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),962873,174172,40.64472094,-74.07703272,"(40.6447209438691, -74.0770327198983)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,269272234,2023-06-03,23:18:00,2023-06-03,23:20:00,122,2023-06-04,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),950255,148900,40.575308,-74.12237,"(40.575308, -74.12237)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,269271881,2023-06-03,22:15:00,2023-06-03,22:20:00,123,2023-06-03,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,INSIDE,STORE UNCLASSIFIED,N.Y. POLICE DEPT,(null),(null),934930,136812,40.542057,-74.177447,"(40.542057, -74.177447)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,269303345,2023-06-04,18:45:00,2023-06-04,19:00:00,120,2023-06-04,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),959807,172353,40.639713,-74.088073,"(40.639713, -74.088073)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,269306893,2023-06-04,20:00:00,2023-06-04,20:39:00,121,2023-06-04,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,INSIDE,HOTEL/MOTEL,N.Y. POLICE DEPT,(null),(null),942822,166353,40.62318838,-74.14923769,"(40.6231883776008, -74.1492376947323)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,269333036,2023-06-05,8:17:00,2023-06-05,08:19:00,121,2023-06-05,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,(null),OTHER,N.Y. POLICE DEPT,(null),(null),946981,171285,40.63673589,-74.13428148,"(40.63673589, -74.13428148)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,269425283,2023-06-06,23:00:00,2023-06-06,23:20:00,120,2023-06-06,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),956095,163323,40.614918,-74.101409,"(40.614918, -74.101409)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,269538562,2023-06-08,16:00:00,2023-06-08,17:20:00,123,2023-06-08,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,STATEN ISLAND,OPPOSITE OF,COMMERCIAL BUILDING,N.Y. POLICE DEPT,(null),(null),921084,131681,40.527884,-74.227217,"(40.527884, -74.227217)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,269616971,2023-06-10,2:00:00,2023-06-10,02:03:00,120,2023-06-10,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,REAR OF,OTHER,N.Y. POLICE DEPT,(null),(null),963180,173627,40.64322,-74.075921,"(40.64322, -74.075921)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,269677842,2023-06-11,22:45:00,2023-06-11,23:00:00,120,2023-06-11,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),960743,164953,40.619404,-74.084672,"(40.619404, -74.084672)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,269788091,2023-06-13,18:15:00,2023-06-13,18:20:00,123,2023-06-13,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),935803,144135,40.562163,-74.174358,"(40.562163, -74.174358)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,269810372,2023-06-14,4:15:00,2023-06-14,04:25:00,120,2023-06-14,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),963295,172328,40.63965233,-74.07550486,"(40.639652329285994, -74.07550486449259)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,269966495,2023-06-16,17:25:00,2023-06-16,17:40:00,121,2023-06-16,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,STATEN ISLAND,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,(null),(null),937288,151471,40.582305,-74.169067,"(40.582305, -74.169067)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,269975852,2023-06-17,3:00:00,2023-06-17,03:15:00,121,2023-06-17,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,(null),BUS STOP,N.Y. POLICE DEPT,(null),(null),937478,165774,40.62156431,-74.16848285,"(40.62156431, -74.16848285)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,270040299,2023-06-17,22:33:00,2023-06-17,22:40:00,121,2023-06-17,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,(null),(null),939905,162038,40.611323,-74.159715,"(40.611323, -74.159715)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,270018956,2023-06-18,9:00:00,2023-06-18,09:30:00,120,2023-06-18,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,SMALL MERCHANT,N.Y. POLICE DEPT,(null),(null),962387,167289,40.625819,-74.078759,"(40.625819, -74.078759)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,270077622,2023-06-19,19:38:00,2023-06-19,19:40:00,123,2023-06-19,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,REAR OF,STREET,N.Y. POLICE DEPT,(null),(null),936758,139755,40.550145,-74.17089,"(40.550145, -74.17089)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,270078137,2023-06-19,23:45:00,2023-06-19,23:52:00,120,2023-06-20,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,INSIDE,SMALL MERCHANT,N.Y. POLICE DEPT,(null),(null),950012,162644,40.613033,-74.123317,"(40.613033, -74.123317)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,270084982,2023-06-19,22:51:00,2023-06-19,23:50:00,120,2023-06-20,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),964555,162123,40.611647,-74.070934,"(40.611647, -74.070934)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,270177922,2023-06-20,18:40:00,2023-06-20,18:45:00,121,2023-06-21,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,DEPARTMENT STORE,N.Y. POLICE DEPT,(null),(null),935629,167479,40.626237,-74.175155,"(40.626237, -74.175155)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,270085642,2023-06-20,1:05:00,2023-06-20,01:10:00,122,2023-06-20,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),960339,156190,40.59535,-74.086097,"(40.59535, -74.086097)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,270113487,2023-06-20,13:59:00,2023-06-20,14:05:00,121,2023-06-20,105,ROBBERY,377,"ROBBERY,BODEGA/CONVENIENCE STORE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),938103,170307,40.63401,-74.16626,"(40.63401, -74.16626)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,270132690,2023-06-20,16:24:00,2023-06-20,16:30:00,120,2023-06-20,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),963152,171088,40.636249,-74.076013,"(40.636249, -74.076013)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,270214034H1,2023-06-21,22:06:00,,(null),121,2023-06-21,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,STATEN ISLAND,INSIDE,MULTI DWELL - APT BUILD,N.Y. POLICE DEPT,(null),(null),941400,167659,40.62676,-74.154365,"(40.62676, -74.154365)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,270196579,2023-06-21,19:28:00,2023-06-21,19:42:00,121,2023-06-21,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),943774,170504,40.63457814,-74.14583171,"(40.63457814, -74.14583171)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,270185735,2023-06-21,14:11:00,2023-06-21,14:28:00,120,2023-06-21,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),963024,171638,40.63776,-74.076476,"(40.63776, -74.076476)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,270314619,2023-06-23,19:31:00,2023-06-23,20:37:00,120,2023-06-23,105,ROBBERY,380,"ROBBERY,CAR JACKING",ATTEMPTED,FELONY,STATEN ISLAND,FRONT OF,OPEN AREAS (OPEN LOTS),N.Y. POLICE DEPT,(null),(null),948733,170819,40.635466,-74.127964,"(40.635466, -74.127964)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,270334196,2023-06-24,10:35:00,2023-06-24,10:36:00,120,2023-06-24,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,OTHER,N.Y. POLICE DEPT,(null),(null),962514,167770,40.627141,-74.078302,"(40.627141, -74.078302)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,270352583,2023-06-24,23:54:00,2023-06-25,01:19:00,120,2023-06-25,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,GAS STATION,N.Y. POLICE DEPT,(null),(null),964832,164885,40.619228,-74.069942,"(40.619228, -74.069942)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,270384994,2023-06-25,21:08:00,2023-06-25,21:44:00,120,2023-06-25,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,PARK/PLAYGROUND,N.Y. POLICE DEPT,(null),(null),958522,167133,40.625382,-74.092682,"(40.625382, -74.092682)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,270978546,2023-06-26,21:30:00,2023-06-26,22:00:00,122,2023-07-07,104,RAPE,153,RAPE 3,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),954827,148519,40.57428569,-74.10591441,"(40.5742856881925, -74.1059144051212)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,270512562,2023-06-28,13:00:00,2023-06-28,13:03:00,120,2023-06-28,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,OPPOSITE OF,STREET,N.Y. POLICE DEPT,(null),(null),960686,164654,40.618583,-74.084877,"(40.618583, -74.084877)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
