OBJECTID,CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid
256,273794644,2023-09-01,21:50:00,2023-09-01,21:57:00,120,2023-09-01,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),950223,162661,40.6130779,-74.12255699,"(40.61307789748327, -74.12255699238122)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,273762249,2023-09-01,4:06:00,2023-09-01,04:32:00,120,2023-09-01,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),963295,172328,40.63965233,-74.07550486,"(40.639652329285994, -74.07550486449259)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,273848065,2023-09-02,20:55:00,2023-09-02,21:05:00,120,2023-09-02,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),960256,169942,40.633098,-74.086445,"(40.633098, -74.086445)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,273888539,2023-09-04,17:55:00,2023-09-04,18:04:00,121,2023-09-04,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),943715,168270,40.628448,-74.14603,"(40.628448, -74.14603)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,273934745,2023-09-05,17:00:00,2023-09-05,17:10:00,121,2023-09-05,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GAS STATION,N.Y. POLICE DEPT,(null),(null),942127,167185,40.625462,-74.151743,"(40.625462, -74.151743)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,273928183,2023-09-05,15:27:00,2023-09-05,15:31:00,121,2023-09-05,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,(null),(null),938881,167697,40.626851,-74.163438,"(40.626851, -74.163438)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,273928184,2023-09-05,15:00:00,2023-09-05,15:26:00,122,2023-09-05,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),954930,145835,40.566913,-74.10553,"(40.566913, -74.10553)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,274115682,2023-09-08,18:46:00,2023-09-08,18:53:00,121,2023-09-08,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,(null),(null),937288,151471,40.582305,-74.169067,"(40.582305, -74.169067)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,274111454,2023-09-08,11:45:00,2023-09-08,11:55:00,122,2023-09-08,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,SMOKE SHOP,N.Y. POLICE DEPT,(null),(null),950717,159421,40.604188,-74.12076,"(40.604188, -74.12076)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,274111453,2023-09-08,15:35:00,2023-09-08,15:45:00,120,2023-09-08,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,STATEN ISLAND,FRONT OF,PARKING LOT/GARAGE (PUBLIC),N.Y. POLICE DEPT,(null),(null),963108,169401,40.63162,-74.076166,"(40.63162, -74.076166)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,274157979,2023-09-09,22:09:00,2023-09-09,22:16:00,121,2023-09-09,105,ROBBERY,365,"ROBBERY,LIQUOR STORE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,LIQUOR STORE,N.Y. POLICE DEPT,(null),(null),938881,167697,40.626851,-74.163438,"(40.626851, -74.163438)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,274155918,2023-09-09,19:30:00,2023-09-09,19:52:00,120,2023-09-09,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),962219,163860,40.616409,-74.079354,"(40.616409, -74.079354)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,274164574,2023-09-10,1:04:00,2023-09-10,01:15:00,120,2023-09-10,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),963729,168399,40.62887,-74.073928,"(40.62887, -74.073928)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,274192333,2023-09-10,21:01:00,2023-09-10,21:03:00,121,2023-09-10,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,LIQUOR STORE,N.Y. POLICE DEPT,(null),(null),938881,167697,40.626851,-74.163438,"(40.626851, -74.163438)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,274218337,2023-09-11,12:35:00,2023-09-11,12:45:00,122,2023-09-11,105,ROBBERY,377,"ROBBERY,BODEGA/CONVENIENCE STORE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),961629,157369,40.59859,-74.081457,"(40.59859, -74.081457)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,275783819,2023-09-12,22:30:00,2023-09-12,23:00:00,121,2023-10-11,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,(null),(null),942822,166353,40.62318838,-74.14923769,"(40.6231883776008, -74.1492376947323)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,274452480,2023-09-14,22:00:00,2023-09-14,22:07:00,120,2023-09-14,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),957487,169813,40.632736,-74.096419,"(40.632736, -74.096419)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,274464086,2023-09-15,2:39:00,2023-09-15,03:05:00,121,2023-09-15,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),946193,169847,40.63278555,-74.13711256,"(40.63278554871697, -74.1371125638854)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,274506913,2023-09-15,20:15:00,2023-09-15,20:30:00,123,2023-09-15,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),924132,129944,40.52313777,-74.21623925,"(40.52313776879354, -74.21623924866687)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,274616739,2023-09-18,19:00:00,2023-09-19,01:45:00,121,2023-09-18,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),942822,166353,40.62318838,-74.14923769,"(40.6231883776008, -74.1492376947323)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,274729270,2023-09-20,23:20:00,2023-09-20,23:30:00,120,2023-09-21,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,OPPOSITE OF,STREET,N.Y. POLICE DEPT,(null),(null),963772,166550,40.623796,-74.073767,"(40.623796, -74.073767)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,274873182H1,2023-09-22,16:40:00,,(null),120,2023-09-22,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,STATEN ISLAND,OUTSIDE,(null),N.Y. POLICE DEPT,(null),(null),956799,163235,40.614679,-74.098873,"(40.614679, -74.098873)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,274853147,2023-09-23,20:30:00,2023-09-23,20:45:00,120,2023-09-23,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),962064,172130,40.639106,-74.079939,"(40.639106, -74.079939)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,275022162,2023-09-26,19:45:00,2023-09-26,20:17:00,121,2023-09-27,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,(null),(null),937542,153365,40.587505,-74.168164,"(40.587505, -74.168164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,274981812,2023-09-26,17:15:00,2023-09-26,17:45:00,120,2023-09-26,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),961394,164734,40.618806,-74.082327,"(40.618806, -74.082327)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,274942436,2023-09-26,1:50:00,2023-09-26,02:11:00,120,2023-09-26,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),965529,162124,40.61165,-74.067426,"(40.61165, -74.067426)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,275040505,2023-09-27,17:17:00,2023-09-27,18:40:00,122,2023-09-27,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),952608,161649,40.610311,-74.113962,"(40.610311, -74.113962)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,275161216,2023-09-29,15:40:00,2023-09-29,15:45:00,121,2023-09-29,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),941084,168354,40.62866416,-74.15550979,"(40.62866416243126, -74.15550979141629)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,276069177,2023-10-03,22:30:00,2023-10-03,22:45:00,120,2023-10-15,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,STATEN ISLAND,INSIDE,TRANSIT FACILITY (OTHER),MTA POLICE DEPT,(null),(null),963409,167801,40.627228,-74.07508,"(40.627228, -74.07508)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,275355202,2023-10-04,0:05:00,2023-10-04,00:20:00,121,2023-10-04,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,(null),(null),N.Y. POLICE DEPT,(null),(null),943786,166999,40.62495773,-74.14576746,"(40.624957731473316, -74.14576746414191)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,275597028H1,2023-10-06,14:26:00,,(null),,2023-10-06,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,STATEN ISLAND,INSIDE,(null),N.Y. POLICE DEPT,(null),(null),942115,134720,40.53635061,-74.15158584,"(40.536350605875825, -74.15158583675199)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,275597027H1,2023-10-06,21:18:00,,(null),120,2023-10-06,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,STATEN ISLAND,INSIDE,PVT HOUSE,N.Y. POLICE DEPT,(null),(null),961139,165608,40.621203,-74.083249,"(40.621203, -74.083249)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,275570320,2023-10-07,12:55:00,2023-10-07,13:00:00,122,2023-10-07,105,ROBBERY,365,"ROBBERY,LIQUOR STORE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,LIQUOR STORE,N.Y. POLICE DEPT,(null),(null),950704,159670,40.604872,-74.120808,"(40.604872, -74.120808)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,275656949,2023-10-09,17:50:00,2023-10-09,18:00:00,123,2023-10-09,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),928361,138080,40.545498,-74.201094,"(40.545498, -74.201094)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,275647974,2023-10-09,14:45:00,2023-10-09,15:25:00,120,2023-10-09,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),962976,171455,40.637257,-74.076649,"(40.637257, -74.076649)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,275672821,2023-10-10,3:40:00,2023-10-10,03:50:00,120,2023-10-10,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),959780,175051,40.647119,-74.088178,"(40.647119, -74.088178)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,275934737,2023-10-14,15:20:00,2023-10-14,15:30:00,120,2023-10-14,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),952218,173158,40.6419,-74.115421,"(40.6419, -74.115421)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,275928995,2023-10-14,10:20:00,2023-10-14,10:30:00,120,2023-10-14,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),957253,170274,40.63399818,-74.09726711,"(40.6339981849877, -74.09726710983736)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,277986371,2023-10-15,17:00:00,2023-11-05,17:45:00,120,2023-11-24,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),962873,174172,40.64472094,-74.07703272,"(40.6447209438691, -74.0770327198983)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,276011161,2023-10-16,16:58:00,2023-10-16,17:02:00,121,2023-10-16,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,(null),(null),935629,167479,40.626237,-74.175155,"(40.626237, -74.175155)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,276119899,2023-10-18,12:00:00,2023-10-18,12:05:00,120,2023-10-18,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),961171,162476,40.612606,-74.083121,"(40.612606, -74.083121)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,276145416,2023-10-18,23:47:00,2023-10-18,23:55:00,121,2023-10-19,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),945527,169041,40.63057037,-74.13950741,"(40.630570365660994, -74.13950741403016)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,276194052,2023-10-18,12:25:00,2023-10-18,12:30:00,120,2023-10-19,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),961033,164923,40.619322,-74.083627,"(40.619322, -74.083627)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,276294668,2023-10-22,0:40:00,2023-10-22,00:46:00,120,2023-10-22,105,ROBBERY,363,"ROBBERY,BAR/RESTAURANT",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,BAR/NIGHT CLUB,N.Y. POLICE DEPT,(null),(null),963548,168559,40.629309,-74.074579,"(40.629309, -74.074579)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,276348355,2023-10-23,12:20:00,2023-10-23,12:30:00,120,2023-10-23,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),960873,161764,40.61065032,-74.0841952,"(40.61065031642123, -74.08419520186455)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,276623267,2023-10-23,1:30:00,2023-10-23,05:00:00,122,2023-10-28,104,RAPE,155,RAPE 2,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),954827,148519,40.57428569,-74.10591441,"(40.5742856881925, -74.1059144051212)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,276420284,2023-10-24,23:20:00,2023-10-24,23:25:00,122,2023-10-25,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),966720,156275,40.59559763,-74.06312226,"(40.59559762865698, -74.06312225973264)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,276520808,2023-10-26,8:12:00,2023-10-26,08:20:00,121,2023-10-26,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,(null),BUS (NYC TRANSIT),N.Y. POLICE DEPT,(null),(null),941378,153741,40.58855596,-74.15435786,"(40.5885559635235, -74.15435786254758)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,276608141,2023-10-26,15:15:00,2023-10-26,15:30:00,123,2023-10-26,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),930816,133437,40.53277,-74.192222,"(40.53277, -74.192222)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,276679520,2023-10-29,3:00:00,2023-10-29,04:00:00,121,2023-10-29,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),942822,166353,40.62318838,-74.14923769,"(40.6231883776008, -74.1492376947323)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,276805760,2023-11-01,1:15:00,2023-11-01,01:25:00,120,2023-11-01,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,BAR/NIGHT CLUB,N.Y. POLICE DEPT,(null),(null),962202,168543,40.629262,-74.07943,"(40.629262, -74.07943)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,276898377,2023-11-02,17:05:00,2023-11-02,17:07:00,121,2023-11-02,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),946993,170595,40.63484205,-74.13423444,"(40.63484204850834, -74.13423444122982)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,276973884,2023-11-03,23:51:00,2023-11-04,00:10:00,121,2023-11-04,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),937434,170748,40.635218,-74.168673,"(40.635218, -74.168673)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,277027340,2023-11-05,13:50:00,2023-11-05,13:57:00,120,2023-11-05,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,PARK/PLAYGROUND,N.Y. POLICE DEPT,CLOVE LAKES PARK,(null),955080,164503,40.618152,-74.10507,"(40.618152, -74.10507)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,277119155,2023-11-06,10:00:00,2023-11-06,10:05:00,122,2023-11-07,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),941077,142562,40.557871,-74.155367,"(40.557871, -74.155367)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,277146502,2023-11-07,17:00:00,,(null),122,2023-11-07,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),940144,140856,40.553185,-74.158714,"(40.553185, -74.158714)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,277170601,2023-11-08,0:20:00,2023-11-08,00:30:00,120,2023-11-08,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),961171,162476,40.612606,-74.083121,"(40.612606, -74.083121)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,277277177,2023-11-09,12:30:00,2023-11-09,12:45:00,120,2023-11-09,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,(null),(null),960701,162881,40.613717,-74.084818,"(40.613717, -74.084818)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,277216869,2023-11-09,0:25:00,2023-11-09,00:35:00,120,2023-11-09,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),961577,163519,40.61547,-74.081663,"(40.61547, -74.081663)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,277333266,2023-11-10,15:30:00,2023-11-10,15:40:00,123,2023-11-10,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,REAR OF,FAST FOOD,N.Y. POLICE DEPT,(null),(null),923905,129390,40.521618,-74.217048,"(40.521618, -74.217048)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,277318870,2023-11-10,12:50:00,2023-11-10,13:00:00,120,2023-11-10,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,(null),(null),962133,171658,40.637813,-74.079688,"(40.637813, -74.079688)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,277459254,2023-11-13,20:16:00,2023-11-13,21:20:00,120,2023-11-13,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),957487,169813,40.632736,-74.096419,"(40.632736, -74.096419)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,277458772,2023-11-13,18:10:00,2023-11-13,18:15:00,120,2023-11-13,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,(null),BUS (OTHER),N.Y. POLICE DEPT,(null),(null),960450,170255,40.6339552,-74.08574862,"(40.633955200882994, -74.08574862455268)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,277554511,2023-11-15,10:50:00,2023-11-15,11:10:00,120,2023-11-15,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),959973,172022,40.638805,-74.08747,"(40.638805, -74.08747)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,277629153,2023-11-16,13:23:00,2023-11-16,13:49:00,120,2023-11-16,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),962498,172473,40.640051,-74.078374,"(40.640051, -74.078374)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,277700939,2023-11-17,18:00:00,2023-11-17,18:25:00,120,2023-11-17,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),957487,169813,40.632736,-74.096419,"(40.632736, -74.096419)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,277729040,2023-11-18,11:00:00,2023-11-18,11:15:00,120,2023-11-18,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),961102,172357,40.639728,-74.083405,"(40.639728, -74.083405)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
