OBJECTID,CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,Borough,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,Public Area,Public Area (supergroup),facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid
788,264455771,3/2/2023,12:29:00,3/2/2023,12:37:00,70,3/2/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),PARK/PLAYGROUND,N.Y. POLICE DEPT,(null),(null),995798,165010,40.61958322,-73.95840286,"(40.61958322, -73.95840286)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,264451448,3/2/2023,8:20:00,3/2/2023,8:45:00,70,3/2/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),998472,169543,40.63202146,-73.94876128,"(40.63202146, -73.94876128)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,264449927,3/2/2023,11:05:00,3/2/2023,11:11:00,70,3/2/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),997873,169818,40.632779,-73.950919,"(40.632779, -73.950919)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,264455793,3/2/2023,21:20:00,3/2/2023,21:25:00,90,3/2/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1000582,196129,40.704991,-73.941093,"(40.704991, -73.941093)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,264509749,3/2/2023,16:30:00,3/2/2023,16:40:00,83,3/3/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1006599,191908,40.693394,-73.919406,"(40.693394, -73.919406)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,264517751,3/2/2023,20:00:00,3/3/2023,7:30:00,83,3/4/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1007052,193757,40.69847382,-73.91776898,"(40.6984738177025, -73.917768981221)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,264449937,3/2/2023,18:45:00,3/2/2023,18:50:00,75,3/2/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1011665,184741,40.67370563,-73.90116807,"(40.67370563, -73.90116807)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,264449933,3/2/2023,13:30:00,3/2/2023,14:00:00,73,3/2/2023,105,ROBBERY,387,"ROBBERY,CLOTHING",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,(null),(null),1011263,182761,40.66827221,-73.90262523,"(40.66827221, -73.90262523)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,264445786,3/2/2023,16:00:00,3/2/2023,16:15:00,75,3/2/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1013415,184137,40.67204219,-73.89486189,"(40.67204219, -73.89486189)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,264441420,3/2/2023,8:50:00,3/2/2023,8:55:00,69,3/2/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1012571,173400,40.64257424,-73.89794955,"(40.64257424, -73.89794955)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,264477822,3/2/2023,20:40:00,3/2/2023,20:55:00,75,3/2/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),1017036,183890,40.67135982,-73.88181102,"(40.6713598203364, -73.8818110231735)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,264453237,3/2/2023,11:50:00,3/2/2023,12:00:00,75,3/2/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,INSIDE,HOMELESS SHELTER,N.Y. POLICE DEPT,(null),(null),1017227,183349,40.669867,-73.88112,"(40.669867, -73.88112)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,264441426,3/2/2023,5:11:00,,(null),75,3/2/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),1017036,183890,40.67135982,-73.88181102,"(40.6713598203364, -73.8818110231735)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,264445787,3/2/2023,15:15:00,3/2/2023,15:25:00,75,3/2/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1019447,184828,40.6739169,-73.8731133,"(40.6739169, -73.8731133)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,264511903,3/3/2023,15:00:00,3/3/2023,15:17:00,60,3/3/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),BUS (NYC TRANSIT),N.Y. POLICE DEPT,(null),(null),989255,155965,40.59476266,-73.98197815,"(40.59476266, -73.98197815)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,264896204,3/3/2023,0:00:00,3/3/2023,7:10:00,70,3/10/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),991549,169019,40.63059985,-73.97370532,"(40.6305998504358, -73.9737053160275)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,264516961,3/3/2023,22:40:00,3/3/2023,22:45:00,70,3/3/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,(null),(null),995913,177183,40.652997,-73.957965,"(40.652997, -73.957965)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,264517496,3/3/2023,23:00:00,3/3/2023,23:10:00,70,3/4/2023,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,BROOKLYN,INSIDE,LIQUOR STORE,N.Y. POLICE DEPT,(null),(null),996550,172646,40.640543,-73.955677,"(40.640543, -73.955677)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,264511909,3/3/2023,15:15:00,3/3/2023,15:22:00,70,3/3/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),995475,175347,40.647959,-73.959548,"(40.647959, -73.959548)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,264511921,3/3/2023,16:15:00,3/3/2023,16:30:00,90,3/3/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,(null),(null),998039,196383,40.705693,-73.950263,"(40.705693, -73.950263)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,264511907,3/3/2023,15:25:00,3/3/2023,15:28:00,67,3/3/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),999481,169465,40.631808,-73.945123,"(40.631808, -73.945123)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,264644390,3/4/2023,22:45:00,3/4/2023,22:50:00,72,3/6/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),983004,176346,40.65070557,-74.00449031,"(40.65070557, -74.00449031)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,264561925,3/4/2023,1:00:00,3/4/2023,4:00:00,67,3/4/2023,104,RAPE,153,RAPE 3,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),997843,175671,40.64885075,-73.95101651,"(40.6488507469884, -73.951016510623)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,264564142,3/4/2023,21:25:00,3/4/2023,21:35:00,67,3/4/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),998019,176000,40.649748,-73.950379,"(40.649748, -73.950379)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,264552888,3/4/2023,15:55:00,3/4/2023,16:24:00,71,3/4/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1000161,180089,40.660965,-73.94265,"(40.660965, -73.94265)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,264530635,3/4/2023,3:25:00,3/4/2023,3:35:00,90,3/4/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,(null),(null),1001428,195651,40.703679,-73.938044,"(40.703679, -73.938044)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,264548531,3/4/2023,11:05:00,3/4/2023,11:15:00,61,3/4/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),NOSTRAND,1001791,155776,40.59423,-73.936839,"(40.59423, -73.936839)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,264544968,3/4/2023,11:24:00,3/4/2023,11:35:00,83,3/4/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,GAS STATION,N.Y. POLICE DEPT,(null),(null),1002895,193433,40.697586,-73.932758,"(40.697586, -73.932758)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,265677574,3/4/2023,19:00:00,3/4/2023,22:00:00,81,3/26/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1002274,190763,40.690259,-73.935004,"(40.690259, -73.935004)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,264563951,3/4/2023,22:15:00,3/4/2023,22:22:00,83,3/4/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1006599,191908,40.693394,-73.919406,"(40.693394, -73.919406)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,264540744,3/4/2023,8:30:00,3/4/2023,9:05:00,73,3/4/2023,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1009199,187444,40.681132,-73.910047,"(40.681132, -73.910047)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,264563943,3/4/2023,17:05:00,3/4/2023,17:10:00,73,3/4/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1008497,181056,40.663601,-73.912599,"(40.663601, -73.912599)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,264551445,3/4/2023,14:50:00,3/4/2023,14:55:00,75,3/4/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1015480,183587,40.670528,-73.887418,"(40.670528, -73.887418)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,264616514,3/5/2023,22:05:00,3/5/2023,22:15:00,72,3/5/2023,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),981291,171046,40.636158,-74.010658,"(40.636158, -74.010658)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,264564675,3/5/2023,1:10:00,3/5/2023,2:00:00,76,3/5/2023,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),982971,185937,40.677033,-74.00461,"(40.677033, -74.00461)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,264616100,3/5/2023,19:30:00,3/5/2023,19:35:00,88,3/5/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),990274,189695,40.687345,-73.978276,"(40.687345, -73.978276)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,264606009,3/5/2023,14:15:00,3/5/2023,14:22:00,66,3/5/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),989042,174303,40.645099,-73.982729,"(40.645099, -73.982729)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,264644398,3/5/2023,16:35:00,3/5/2023,16:40:00,79,3/5/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,LIQUOR STORE,N.Y. POLICE DEPT,(null),(null),998210,186552,40.67871,-73.949667,"(40.67871, -73.949667)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,264627844,3/5/2023,23:30:00,3/5/2023,23:40:00,77,3/6/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1004447,185438,40.675638,-73.927184,"(40.675638, -73.927184)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,264678518,3/5/2023,5:00:00,,(null),67,3/7/2023,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,BROOKLYN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,(null),(null),1003821,173649,40.643284,-73.929477,"(40.643284, -73.929477)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,264603416,3/5/2023,14:15:00,3/5/2023,14:59:00,75,3/5/2023,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1021139,186578,40.67871336,-73.867004,"(40.67871336, -73.867004)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,264640733,3/6/2023,9:15:00,3/6/2023,9:17:00,66,3/6/2023,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),983301,172953,40.641395,-74.003419,"(40.641395, -74.003419)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,264644409,3/6/2023,16:10:00,3/6/2023,16:26:00,94,3/6/2023,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,(null),(null),995625,200749,40.717681,-73.958963,"(40.717681, -73.958963)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,264642136,3/6/2023,12:30:00,3/6/2023,12:43:00,67,3/6/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),999390,172259,40.639476,-73.945447,"(40.639476, -73.945447)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,264658058,3/6/2023,18:30:00,3/6/2023,19:00:00,67,3/7/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),999340,172860,40.64112448,-73.94562665,"(40.64112448, -73.94562665)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,264649331,3/6/2023,13:06:00,3/6/2023,13:15:00,79,3/6/2023,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),999751,193936,40.69897267,-73.94409724,"(40.69897267, -73.94409724)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,264640846,3/6/2023,11:20:00,3/6/2023,11:30:00,81,3/6/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1002701,190691,40.690061,-73.933467,"(40.690061, -73.933467)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,264644404,3/6/2023,7:00:00,3/6/2023,8:00:00,81,3/6/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1005319,190473,40.6894643,-73.92402909,"(40.6894642952604, -73.9240290899499)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,264650321,3/6/2023,17:00:00,3/6/2023,17:10:00,81,3/6/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1003927,186763,40.67927614,-73.92905788,"(40.67927614, -73.92905788)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,264795996,3/6/2023,3:30:00,3/6/2023,3:40:00,83,3/9/2023,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,BROOKLYN,(null),TAXI/LIVERY (UNLICENSED),N.Y. POLICE DEPT,(null),(null),1005946,193752,40.69845461,-73.92175622,"(40.69845461, -73.92175622)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,264649322,3/6/2023,19:44:00,3/6/2023,20:00:00,73,3/6/2023,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1006592,185002,40.67443627,-73.91945552,"(40.67443627, -73.91945552)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,264642143,3/6/2023,4:00:00,3/6/2023,8:00:00,75,3/6/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),1017151,176771,40.651813,-73.881428,"(40.651813, -73.881428)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,264658064,3/6/2023,23:51:00,3/7/2023,0:20:00,75,3/7/2023,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1017009,175389,40.64802,-73.881947,"(40.64802, -73.881947)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,264658059,3/7/2023,2:00:00,3/7/2023,3:00:00,68,3/7/2023,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),982319,164807,40.619035,-74.006953,"(40.619035, -74.006953)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,264652623,3/7/2023,1:56:00,3/7/2023,2:30:00,66,3/7/2023,105,ROBBERY,390,"ROBBERY,HOME INVASION",ATTEMPTED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),982643,170318,40.634162,-74.005786,"(40.634162, -74.005786)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,264660408,3/7/2023,4:40:00,3/7/2023,5:10:00,72,3/7/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),981782,171666,40.63786,-74.008889,"(40.63786, -74.008889)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,264673218,3/7/2023,15:30:00,3/7/2023,15:37:00,72,3/7/2023,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),986404,181968,40.66613655,-73.99223564,"(40.66613655, -73.99223564)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,264675609,3/7/2023,16:50:00,3/7/2023,16:55:00,60,3/7/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),PARK/PLAYGROUND,N.Y. POLICE DEPT,CONEY ISLAND BEACH & BOARDWALK,(null),990921,149183,40.57615688,-73.97598385,"(40.57615688, -73.97598385)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,264679929,3/7/2023,21:26:00,3/7/2023,21:27:00,60,3/7/2023,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,STORE UNCLASSIFIED,N.Y. POLICE DEPT,(null),(null),994947,151182,40.58163,-73.961487,"(40.58163, -73.961487)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,264668534,3/7/2023,11:15:00,3/7/2023,11:25:00,90,3/7/2023,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),998636,194684,40.70102764,-73.94811677,"(40.70102764, -73.94811677)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,264781719,3/7/2023,14:30:00,3/7/2023,15:00:00,90,3/9/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),1000879,197497,40.708746,-73.940018,"(40.708746, -73.940018)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,264672225,3/7/2023,9:30:00,,(null),73,3/7/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),1006056,185903,40.676913,-73.921385,"(40.676913, -73.921385)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,264679931,3/7/2023,21:55:00,3/7/2023,23:00:00,63,3/7/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1006751,170702,40.635188,-73.918929,"(40.635188, -73.918929)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,264677470,3/7/2023,12:50:00,3/7/2023,12:55:00,73,3/7/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1007743,184918,40.674205,-73.915304,"(40.674205, -73.915304)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,264663333,3/7/2023,7:00:00,3/7/2023,7:10:00,67,3/7/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1007836,178970,40.657877,-73.914989,"(40.657877, -73.914989)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,264672247,3/7/2023,13:10:00,3/7/2023,13:20:00,83,3/7/2023,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1009550,190642,40.689909,-73.908768,"(40.689909, -73.908768)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,264731832,3/7/2023,17:14:00,3/7/2023,17:25:00,73,3/8/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1011591,181080,40.66365723,-73.90144969,"(40.66365723, -73.90144969)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
