OBJECTID,CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,Borough,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,Public Area,Public Area (supergroup),facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid
4657,279426055,12/23/2023,8:40:00,12/23/2023,8:45:00,60,12/23/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),986480,148625,40.574619,-73.99197,"(40.574619, -73.99197)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4658,279418327,12/23/2023,3:00:00,12/23/2023,3:05:00,62,12/23/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,BAR/NIGHT CLUB,N.Y. POLICE DEPT,(null),(null),991804,160694,40.607743,-73.972792,"(40.607743, -73.972792)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4659,279447383,12/23/2023,20:10:00,12/23/2023,20:50:00,70,12/23/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),994522,168314,40.628655,-73.962994,"(40.628655, -73.962994)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,279439229,12/23/2023,16:19:00,12/23/2023,16:55:00,67,12/23/2023,105,ROBBERY,387,"ROBBERY,CLOTHING",ATTEMPTED,FELONY,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,(null),(null),997156,175351,40.647966,-73.95349,"(40.647966, -73.95349)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4661,279429078,12/23/2023,10:16:00,12/23/2023,10:20:00,77,12/23/2023,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,(null),(null),995368,185312,40.67531,-73.959916,"(40.67531, -73.959916)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,279418712,12/23/2023,2:20:00,12/23/2023,2:33:00,79,12/23/2023,105,ROBBERY,377,"ROBBERY,BODEGA/CONVENIENCE STORE",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),998237,187027,40.680013,-73.949571,"(40.680013, -73.949571)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663,279421770,12/23/2023,4:05:00,12/23/2023,4:07:00,79,12/23/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1000285,186744,40.679233,-73.942186,"(40.679233, -73.942186)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,279441433,12/23/2023,18:40:00,12/23/2023,18:45:00,94,12/23/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),999932,201208,40.71893227,-73.94342755,"(40.71893226905057, -73.94342755015252)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665,279444434,12/23/2023,18:20:00,12/23/2023,18:32:00,90,12/23/2023,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,(null),(null),1001738,196133,40.705,-73.936925,"(40.705, -73.936925)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4666,279421771,12/23/2023,3:45:00,12/23/2023,3:52:00,83,12/23/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1005177,193484,40.69772087,-73.92453035,"(40.69772087251547, -73.92453034940813)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4667,279430378,12/23/2023,0:00:00,12/23/2023,0:01:00,83,12/23/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1007448,194788,40.701297,-73.916334,"(40.701297, -73.916334)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,279418704,12/23/2023,3:20:00,12/23/2023,3:25:00,69,12/23/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),1010541,175595,40.64861355,-73.9052572,"(40.6486135510607, -73.9052572032302)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,279439224,12/23/2023,14:00:00,12/23/2023,14:17:00,63,12/23/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1010647,164687,40.61866486,-73.90491647,"(40.618664860654, -73.90491646958917)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4670,279445843,12/23/2023,16:15:00,12/23/2023,16:20:00,75,12/23/2023,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1013180,186661,40.67897077,-73.89569822,"(40.67897077367576, -73.8956982188171)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671,279447274,12/23/2023,18:45:00,12/23/2023,18:55:00,75,12/23/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1021043,186885,40.679559,-73.867346,"(40.679559, -73.867346)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,279445846,12/23/2023,15:40:00,12/23/2023,16:00:00,75,12/23/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),1023756,182562,40.667682,-73.857592,"(40.667682, -73.857592)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,279473183,12/24/2023,21:30:00,12/24/2023,23:30:00,68,12/25/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),979006,169329,40.63144395,-74.01889281,"(40.63144394854659, -74.01889280664984)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,279471062,12/24/2023,16:10:00,12/24/2023,16:15:00,61,12/24/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),991418,154269,40.590106,-73.97419149,"(40.59010599919386, -73.97419149364777)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4675,279453672,12/24/2023,5:00:00,12/24/2023,5:10:00,61,12/24/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),992104,160738,40.607864,-73.971711,"(40.607864, -73.971711)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,279469610,12/24/2023,15:50:00,12/24/2023,15:58:00,90,12/24/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,(null),(null),1000351,194575,40.70072551,-73.94193188,"(40.700725508650784, -73.94193187995256)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,279471074,12/24/2023,18:23:00,12/24/2023,18:26:00,77,12/24/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1003788,183567,40.670507,-73.929566,"(40.670507, -73.929566)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,279453547,12/24/2023,4:40:00,12/24/2023,4:42:00,67,12/24/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,GAS STATION,N.Y. POLICE DEPT,(null),(null),1003758,174412,40.645376,-73.929702,"(40.645376, -73.929702)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,279471823,12/24/2023,21:10:00,12/24/2023,21:15:00,83,12/24/2023,105,ROBBERY,367,"ROBBERY, CHAIN STORE",COMPLETED,FELONY,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),1005490,190766,40.690261,-73.923407,"(40.690261, -73.923407)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,279469597,12/24/2023,15:45:00,12/24/2023,16:24:00,63,12/24/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),1005715,161520,40.609986,-73.922689,"(40.609986, -73.922689)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,279467848,12/24/2023,11:25:00,12/24/2023,11:36:00,83,12/24/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1006726,193166,40.696845,-73.918943,"(40.696845, -73.918943)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,279455329,12/24/2023,5:00:00,12/24/2023,5:02:00,83,12/24/2023,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1007642,193742,40.698423,-73.91564,"(40.698423, -73.91564)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4683,279471819,12/24/2023,18:45:00,12/24/2023,18:55:00,73,12/24/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1008493,179021,40.658015,-73.91262,"(40.658015, -73.91262)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4684,279482675,12/25/2023,9:55:00,12/25/2023,9:59:00,72,12/25/2023,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),984691,175339,40.647942,-73.998408,"(40.647942, -73.998408)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,279649102,12/25/2023,20:00:00,12/25/2023,21:00:00,72,12/28/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),986479,180733,40.662749,-73.991964,"(40.662749, -73.991964)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,279485739,12/25/2023,18:20:00,12/25/2023,18:20:00,78,12/25/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,DRUG STORE,N.Y. POLICE DEPT,(null),(null),991661,186407,40.678319,-73.973281,"(40.678319, -73.973281)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4687,279487619,12/25/2023,21:10:00,12/25/2023,21:15:00,60,12/25/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),PARK/PLAYGROUND,N.Y. POLICE DEPT,CONEY ISLAND BEACH & BOARDWALK,(null),990784,149362,40.57664598,-73.9764804,"(40.5766459780433, -73.9764803960699)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688,279485744,12/25/2023,17:35:00,12/25/2023,17:40:00,94,12/25/2023,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),994748,201806,40.720584,-73.962127,"(40.720584, -73.962127)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4689,279482655,12/25/2023,13:50:00,12/25/2023,13:55:00,60,12/25/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),991801,149387,40.57670556,-73.97281795,"(40.576705559865175, -73.9728179501905)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,279483479,12/25/2023,4:40:00,12/25/2023,4:49:00,79,12/25/2023,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,(null),(null),996546,187436,40.68113671,-73.95566761,"(40.6811367070632, -73.9556676077586)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,279487719,12/25/2023,22:20:00,12/25/2023,22:22:00,77,12/25/2023,105,ROBBERY,377,"ROBBERY,BODEGA/CONVENIENCE STORE",COMPLETED,FELONY,BROOKLYN,INSIDE,CANDY STORE,N.Y. POLICE DEPT,(null),(null),996391,185378,40.675489,-73.956227,"(40.675489, -73.956227)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,279487709,12/25/2023,21:45:00,12/25/2023,21:50:00,67,12/25/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1004184,175829,40.649265,-73.928163,"(40.649265, -73.928163)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,279484795,12/25/2023,15:00:00,12/25/2023,15:37:00,67,12/25/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1005192,180644,40.662479,-73.924516,"(40.662479, -73.924516)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,279486285,12/25/2023,17:45:00,12/25/2023,17:53:00,81,12/25/2023,105,ROBBERY,377,"ROBBERY,BODEGA/CONVENIENCE STORE",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),1005677,188138,40.683048,-73.922742,"(40.683048, -73.922742)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,279484114,12/25/2023,14:46:00,12/25/2023,15:00:00,83,12/25/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),1008715,191264,40.69162,-73.911776,"(40.69162, -73.911776)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,279487828,12/25/2023,3:30:00,12/25/2023,3:35:00,63,12/26/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1008874,167274,40.62577074,-73.91129348,"(40.62577073685053, -73.91129347773503)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4697,279475312,12/25/2023,1:00:00,12/25/2023,1:15:00,73,12/25/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1011057,185981,40.67711101,-73.903355,"(40.67711101238125, -73.90335500227931)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,279486825,12/25/2023,16:20:00,12/25/2023,16:27:00,83,12/25/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,(null),(null),1010421,187901,40.68238288,-73.90564046,"(40.682382877170305, -73.9056404608319)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,279510365,12/25/2023,6:00:00,12/26/2023,9:00:00,75,12/26/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1019670,182441,40.667365,-73.872322,"(40.667365, -73.872322)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,279532928,12/26/2023,4:25:00,12/26/2023,4:30:00,72,12/26/2023,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),980202,175243,40.64767724,-74.01458747,"(40.647677240469115, -74.01458746918631)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,279518197,12/26/2023,15:55:00,12/26/2023,16:05:00,60,12/26/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BROOKLYN,(null),OPEN AREAS (OPEN LOTS),N.Y. POLICE DEPT,CONEY ISLAND BEACH & BOARDWALK,(null),990784,149362,40.57664598,-73.9764804,"(40.5766459780433, -73.9764803960699)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702,279515365,12/26/2023,15:50:00,12/26/2023,16:00:00,78,12/26/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,INSIDE,PARKING LOT/GARAGE (PUBLIC),N.Y. POLICE DEPT,(null),(null),991224,188218,40.683291,-73.974852,"(40.683291, -73.974852)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,279527541,12/26/2023,11:40:00,12/26/2023,11:46:00,61,12/26/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,DRUG STORE,N.Y. POLICE DEPT,(null),(null),996453,161424,40.609741,-73.95605,"(40.609741, -73.95605)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,279507506,12/26/2023,11:40:00,12/26/2023,11:50:00,77,12/26/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,REAR OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),998434,184273,40.672455,-73.948866,"(40.672455, -73.948866)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4705,279488150,12/26/2023,1:10:00,12/26/2023,1:11:00,90,12/26/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1002658,198199,40.71066803,-73.9336018,"(40.710668033318925, -73.93360180006388)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4706,279533081,12/26/2023,22:05:00,12/26/2023,22:09:00,67,12/26/2023,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,REAR OF,STORE UNCLASSIFIED,N.Y. POLICE DEPT,(null),(null),1004840,180857,40.663064,-73.925781,"(40.663064, -73.925781)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707,279515359,12/26/2023,18:30:00,12/26/2023,18:36:00,73,12/26/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1008493,179021,40.658015,-73.91262,"(40.658015, -73.91262)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708,279518212,12/26/2023,15:40:00,,(null),73,12/26/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),1008091,180395,40.661788,-73.914065,"(40.661788, -73.914065)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4709,279532585,12/26/2023,19:10:00,12/26/2023,19:17:00,73,12/26/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1011083,183679,40.67079246,-73.90327043,"(40.670792464915635, -73.90327043119049)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,279533091,12/26/2023,14:30:00,12/26/2023,14:45:00,75,12/26/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,(null),N.Y. POLICE DEPT,(null),(null),1020704,191090,40.6911,-73.868547,"(40.6911, -73.868547)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711,279566680,12/27/2023,10:59:00,12/27/2023,11:00:00,60,12/27/2023,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),984503,148779,40.575042,-73.999086,"(40.575042, -73.999086)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712,279589519,12/27/2023,20:00:00,12/27/2023,20:38:00,62,12/27/2023,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),986228,156805,40.597072,-73.992876,"(40.597072, -73.992876)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713,279580914,12/27/2023,16:15:00,12/27/2023,16:20:00,61,12/27/2023,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),994551,154856,40.591717,-73.96291,"(40.591717, -73.96291)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,279592574,12/27/2023,21:15:00,12/27/2023,21:20:00,79,12/27/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,INSIDE,PARK/PLAYGROUND,N.Y. POLICE DEPT,HERBERT VON KING PARK,(null),999012,190813,40.690404,-73.946767,"(40.690404, -73.946767)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715,279583762,12/27/2023,16:05:00,12/27/2023,16:10:00,83,12/27/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1006574,193837,40.698689,-73.91949,"(40.698689, -73.91949)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4716,279534498,12/27/2023,0:15:00,12/27/2023,0:20:00,75,12/27/2023,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1011860,185111,40.674722,-73.900462,"(40.674722, -73.900462)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4717,279566690,12/27/2023,23:00:00,12/27/2023,23:05:00,75,12/28/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),1020774,184316,40.672508,-73.868332,"(40.672508, -73.868332)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4718,279569136,12/27/2023,9:20:00,12/27/2023,9:25:00,75,12/27/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,PARKING LOT/GARAGE (PUBLIC),N.Y. POLICE DEPT,(null),(null),1020327,176285,40.650466,-73.869986,"(40.650466, -73.869986)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4719,279748490H1,12/28/2023,21:30:00,,(null),62,12/28/2023,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,BROOKLYN,INSIDE,MULTI DWELL - APT BUILD,N.Y. POLICE DEPT,(null),(null),989396,162258,40.612038,-73.981464,"(40.612038, -73.981464)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4720,279642506,12/28/2023,16:20:00,12/28/2023,16:45:00,88,12/28/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),990338,189186,40.685948,-73.978046,"(40.685948, -73.978046)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4721,279638945,12/28/2023,13:50:00,12/28/2023,14:12:00,88,12/28/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),992375,188772,40.684809,-73.970702,"(40.684809, -73.970702)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4722,279649100,12/28/2023,16:40:00,12/28/2023,16:45:00,70,12/28/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),994663,170966,40.6359326,-73.96248207,"(40.635932597718146, -73.96248206847102)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
